b
0.19244 5.66995
-1.93614 4.68663
-2.77161 4.95182
b
-2.77161 4.95182
-5.19824 5.041
-7.4911 4.25716
-7.4911 4.25716
b
-7.4911 4.25716
-9.46479 5.33905
-9.80742 5.68169
b
-9.80742 5.68169
-11.3516 6.80347
b
-11.3516 6.80347
-13.0695 8.26555
-13.1798 9.01185
b
-13.1798 9.01185
-14.0294 9.9717
b
-12.4312 7.49814
-12.4312 7.49814
b
-49.9172 -0.018775
-49.8632 0.225296
b
-50.0275 0.957509
-49.8632 1.73196
b
-59.7082 8.27729
-59.9053 8.46269
b
-57.0609 5.79199
-58.5723 7.50753
-59.7082 8.27729
b
-54.0288 5.48221
-56.2795 5.83423
-57.0609 5.79199
b
-51.5928 4.06941
-53.5125 5.53853
-54.0288 5.48221
b
-50.1941 0.457633
-50.0486 0.037549
b
-49.8632 0.225296
-50.1941 0.457633
b
-50.931 -0.007041
-50.0275 0.957509
b
-49.8632 1.73196
-50.9639 3.78075
-51.5928 4.06941
b
-59.9053 8.46269
-61.7265 9.79804
-62.4094 9.8966
b
-80.0388 9.06582
-77.7131 8.9344
-77.5699 8.78186
b
-77.9008 7.24468
-79.3441 8.96726
-79.9074 8.42983
b
-77.9008 7.24468
-77.4479 5.00815
-77.7671 2.71763
-78.8818 1.37759
b
-78.8701 1.37759
-79.8299 0.823739
b
-75.6713 10.0163
-76.7532 8.05669
-77.5699 8.78186
b
-71.318 10.1149
-72.0126 9.87548
b
-81.8036 7.70701
-81.8036 7.70701
b
-83.2352 10.1149
-82.7189 9.67835
b
-82.7189 9.67835
-80.534 9.08695
-80.0388 9.06582
b
-79.9074 8.42983
-82.1885 8.26555
-83.0263 8.31014
b
-83.0263 8.31014
-84.702 9.87548
-84.7912 9.93885
b
-85.176 10.0163
-85.6947 9.96231
b
-79.8299 0.823739
-80.0599 0.171319
b
-91.3834 0.147851
-91.3717 0.103261
b
-91.5266 -0.05163
-91.3834 0.147851
b
-157.344 2.01359
-157.344 2.01359
b
-162.079 5.93749
-162.079 5.93749
b
-176.564 0.227643
-176.564 0.227643
b
170.885 8.86165
170.885 8.86165
b
172.861 1.89155
172.861 1.89155
b
163.112 5.36486
163.112 5.36486
b
166.909 9.28877
166.909 9.28877
b
169.549 5.99382
169.549 5.99382
b
152.127 7.1156
152.127 7.1156
b
153.661 5.60659
153.661 5.60659
b
158.287 7.0053
158.287 7.0053
b
134.729 7.66476
134.729 7.66476
b
138.24 9.58447
138.24 9.58447
b
123.368 10.2158
122.563 9.96466
b
125.687 10.1618
125.654 9.94354
b
126.018 9.99752
126.018 9.99752
b
123.699 10.021
123.368 9.85671
b
123.833 9.84497
123.986 9.95527
b
124.572 10.021
123.833 9.84497
b
125.422 9.71355
126.516 7.72109
125.476 5.59485
124.218 7.44651
122.01 6.9302
123.39 8.7091
125.422 9.67131
125.422 9.71355
b
121.834 6.63216
121.834 6.63216
b
120.951 5.87178
120.951 5.87178
b
119.968 5.18651
120.134 5.09967
b
121.115 1.32596
123.458 0.948121
121.127 0.41539
120.188 0.028162
b
119.956 0.471714
121.115 1.32596
b
