b
-168.979 72.0003
-168.976 70
b
-170 65.0825
-176.145 62.4864
-180 60.558
b
180 60.558
180 60.558
b
-168.976 70
-170 65.0825
b
-140 60.1926
-141.001 66.9325
-141 69.645
b
-139.052 60
-140 60.1926
b
-130.608 54.7078
-130 55.2609
b
-130 55.3191
-135.112 59.6214
-139.052 60
b
-130 55.2609
-130 55.3191
b
-123.094 48.9994
-120 49
b
-124.754 48.5011
-123.094 48.9994
b
-120 49
-117.038 49
b
-116.048 48.9997
-115 49
b
-117.038 49
-116.048 48.9997
b
-114.06 49.0005
-110 49.0005
b
-115 49
-114.06 49.0005
b
-110 49.0005
-105 48.9994
b
-101.367 48.9989
-100 48.9999
b
-104.033 49.0003
-101.367 48.9989
b
-105 48.9994
-104.033 49.0003
b
-97.2186 48.9997
-95 49.3575
b
-100 48.9999
-97.2186 48.9997
b
-91.037 48.1897
-91.4472 48.0495
b
-95 49.3575
-94.7092 48.858
b
-91.4472 48.0495
-93.3614 48.6086
b
-91.037 48.1897
-90.8381 48.2086
b
-90.3895 48.0972
-90 48.0301
b
-90.3895 48.0972
-90.8381 48.2086
b
-94.7092 48.858
-93.3756 48.6114
b
-90 48.0301
-85 46.963
b
-84.3517 46.5083
-84.1564 46.3908
b
-85 46.963
-84.3517 46.5083
b
-84.1564 46.3908
-82.459 45
b
-82.645 42.5564
-82.415 43.0147
b
-82.459 45
-82.415 43.0147
b
-80 42.4339
-82.645 42.5564
b
-79.0622 43.2722
-79.0658 43.1014
b
-79.0622 43.2722
-75.795 44.4956
b
-79.0658 43.1014
-80 42.4339
b
-75.795 44.4956
-75 44.9813
b
-73.9103 45
-73.353 45.0094
b
-74.6834 45.0065
-74.4839 45
b
-71.4941 45.0206
-70 46.7076
b
-73.353 45.0094
-71.4941 45.0206
b
-74.9 45
-74.6834 45.0065
b
-74.4839 45
-73.9103 45
b
-75 44.9813
-74.9 45
b
-67.2067 45.1839
-67.0404 45
b
-69.0545 47.2942
-67.2067 45.1839
b
-70 46.7076
-69.0545 47.2942
b
-67.0404 45
-66.9405 44.7692
b
-115 32.699
-117.122 32.5353
b
-110 31.3329
-114.811 32.5042
b
-114.718 32.7186
-115 32.699
b
-114.811 32.5042
-114.718 32.7186
b
-105 30.6767
-106.522 31.7783
b
-109.048 31.3325
-110 31.3329
b
-108.968 31.3329
-109.048 31.3325
b
-106.522 31.7783
-108.968 31.3329
b
-104.693 30
-105 30.6767
b
-100 28.0074
-104.693 30
b
-85.0189 14.6019
-85 14.7213
b
-85.1646 11.0413
-85 10.9775
b
-89.1802 15
-89.1861 14.9075
b
-85.6925 11.0761
-85.2216 11.0653
b
-85.7316 11.0631
-85.6925 11.0761
b
-85.2216 11.0653
-85.1646 11.0413
b
-89.1861 14.9075
-89.1311 14.715
b
-85.0406 14.5678
-85.0189 14.6019
b
-89.1311 14.715
-89.3533 14.4195
b
-89.495 14.4214
-89.3533 14.4195
b
-89.495 14.4214
-89.5228 14.2272
b
-89.3533 14.4195
-88.6829 14.0099
b
-85.5439 14.0458
-85.0406 14.5678
b
-89.5228 14.2272
-89.8544 14.0594
b
-88.0406 13.9311
-88.2688 13.9117
b
-87.9534 13.8961
-87.8816 13.9017
b
-88.0406 13.9311
-87.9534 13.8961
b
-88.3563 13.8707
-88.2688 13.9117
b
-88.4889 13.8658
-88.3563 13.8707
b
-85.7364 13.8286
-85.5439 14.0458
b
-86.0884 14.0444
-85.7364 13.8286
b
-87.6952 13.819
-87.8816 13.9017
b
-86.7633 13.7516
-86.0884 14.0444
b
-89.8544 14.0594
-90 13.9536
b
-86.7642 13.7108
-86.7633 13.7516
b
-86.7266 13.4648
-86.7642 13.7108
b
-86.7453 13.2609
-86.7266 13.4648
b
-86.9095 13.2411
-86.7453 13.2609
b
-87.3014 12.9867
-87.0636 13.0003
b
-86.9095 13.2411
-87.0636 13.0003
b
-88.495 13.9703
-88.6829 14.0099
b
-88.495 13.9703
-88.4889 13.8658
b
-87.8197 13.4067
-87.6952 13.819
b
-72.9086 10.4267
-71.3247 11.8531
b
-72.9778 10
-72.9086 10.4267
b
-75.2236 19.9017
-75.1592 19.9609
b
-75.1397 19.9628
-75.0853 19.893
b
-71.7542 19.7059
-71.7678 18.0386
b
-61.7733 10.76
-61.9831 10
b
-63.0115 18.0391
-63.143 18.0612
b
-178 -3.50001
-178 0
b
-178 -3.50001
-172.572 -3.50001
-167.434 -3.50001
-164 -3.50001
b
-178 -3.50001
-180 -7.99999
b
180 -7.99999
180 -7.99999
b
-167 -5.99998
-167 -3.50001
b
-160 2.49997
-160 5.00001
b
-164 -3.50001
-168.167 0
-173.287 0
-178 0
b
-164 -3.50001
-160 -3.50001
b
-167 -7.99999
-167 -5.99998
b
-175 -7.99999
-169.954 -7.99999
-167 -7.99999
b
-167 -10
-167 -7.99999
b
-175 -10
-175 -7.99999
b
-167 -7.99999
-161.925 -7.99999
-160 -7.99999
b
180 2.66256
180 2.66253
b
-180 2.66253
-178 0
b
-160 2.49997
-156.5 2.49997
b
-158 1.49999
-158.001 2.50473
b
-149.336 -3.50001
-148.384 -5.99998
b
-160 5.00001
-157 2.49997
b
-149.336 -3.50001
-152 2.49535
-156.5 2.49997
b
-160 -3.50001
-160 1.78169
-160 2.49997
b
-156.5 -5.99998
-151.688 -3.50001
-149.336 -3.50001
b
-158 1.49999
-156.5 2.49997
b
-148.384 -5.99998
-142.349 -7.00002
-140 -7.00002
b
-156.5 -7.99999
-156.5 -5.99998
b
-156.5 -7.99999
-156 -7.99999
b
-156 -10
-156 -7.99999
b
-160 -7.99999
-156.5 -7.99999
b
