b
0.19244 5.66995
-0.114995 5.51506
-0.391921 5.36017
-0.657114 5.19589
-0.887104 5.1513
-1.2626 5.06212
-1.73666 4.77581
-1.93614 4.68663
-2.19899 4.78754
-2.4102 4.87438
-3.302 5.05274
-3.61178 5.10671
-3.83238 5.18416
-4.23838 5.16304
-4.67959 5.10671
-5.19824 5.041
-5.84831 4.91897
-6.08065 4.79693
-6.44441 4.67724
-6.64389 4.5998
-7.10622 4.38858
-7.29396 4.27828
-7.73517 4.3346
-8.16464 4.4895
-8.48381 4.58806
-8.83583 4.80866
-9.11276 5.00815
-9.46479 5.33905
-9.80742 5.68169
-10.0046 5.84597
-10.204 5.98912
-10.4129 6.0783
-11.7905 7.04755
-12.1214 7.17897
-12.5626 7.64129
-12.7949 8.03556
-13.9191 9.93885
-14.0294 9.9717
b
-12.4312 7.49814
-12.4312 7.49814
b
-49.9172 -0.018775
-49.8632 0.225296
b
-50.0275 0.957509
-49.8632 1.73196
-49.8632 1.73196
b
-59.7082 8.27729
-59.9053 8.46269
-59.9053 8.46269
b
-57.0609 5.79199
-57.2722 6.26605
-57.5467 6.44206
-57.9879 6.83633
-58.2086 6.87153
-58.4949 7.35498
-58.9478 7.84782
-59.1684 8.02383
-59.3562 8.22096
-59.7082 8.27729
b
-54.0288 5.48221
-54.3832 5.93515
-54.7798 5.968
-55.0004 5.968
-55.6176 5.91168
-56.2795 5.83423
-56.5001 5.90229
-56.7746 5.95627
-57.0609 5.79199
b
-51.5928 4.06941
-51.7594 4.53174
-52.034 4.73122
-52.4541 5.10671
-52.7404 5.2616
-53.0479 5.38364
-53.3013 5.48221
-53.5125 5.53853
-53.9091 5.54792
-54.0288 5.48221
b
-50.1941 0.457633
-50.0486 0.037549
b
-49.8632 0.225296
-50.1941 0.457633
b
-50.931 -0.007041
-50.7339 0.213562
-50.4358 0.525691
-50.2809 0.701704
-50.0275 0.957509
-50.0275 0.957509
b
-49.8632 1.73196
-50.0838 1.80002
-50.3467 1.80941
-50.5555 2.28582
-50.6658 2.61907
-50.8207 2.99456
-50.931 3.3372
-50.9639 3.62586
-51.1962 4.13512
-51.5928 4.06941
b
-59.9053 8.46269
-60.5014 8.40871
-60.8206 9.23949
-60.9215 9.4155
-61.1632 9.54692
-61.3721 9.59151
-62.4094 9.8966
b
-80.0388 9.06582
-79.8628 9.46948
-79.4873 9.61264
-79.255 9.61264
-78.7269 9.46948
-78.5275 9.4155
-78.2975 9.36152
-78.098 9.25122
-77.5699 8.78186
-77.5699 8.78186
b
-77.9008 7.24468
-78.0651 7.40896
-78.2294 7.5967
-78.3632 7.90414
-78.2975 8.29841
-78.4406 8.42983
-78.5838 8.62697
-78.8372 8.79124
-79.079 8.92267
-79.3441 8.96726
-79.6422 8.85696
-79.9074 8.42983
-79.9074 8.42983
b
-77.9008 7.24468
-77.4244 5.93515
-77.4479 5.00815
-77.3916 4.76407
-77.4596 4.29002
-77.0841 3.90279
-77.0607 3.7479
-77.3705 3.40526
-77.7671 2.71763
-78.3843 2.57448
-78.5838 2.39847
-78.8818 1.37759
b
-78.8701 1.37759
-79.1893 1.1124
-79.4333 1.01383
-79.8299 0.823739
b
-75.6713 10.0163
-76.3449 8.98838
-76.5444 8.84757
-76.7204 8.72553
-77.5699 8.78186
b
